k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.29108945138909503,1.297285503872418,526.5975272698205
2,500,0.29108945138909503,1.297285503872418,526.5975272698205
2,1000,0.29108945138909503,1.297285503872418,526.5975272698205
3,100,0.1718375251631307,1.8500391564853225,369.3447527560991
3,500,0.1718375251631307,1.8500391564853225,369.3447527560991
3,1000,0.1718375251631307,1.8500391564853225,369.3447527560991
4,100,0.1702248570206747,1.7708953118447277,291.4006560159143
4,500,0.1702248570206747,1.7708953118447277,291.4006560159143
4,1000,0.1702248570206747,1.7708953118447277,291.4006560159143
5,100,0.1450330790494887,1.8497412786635477,247.94312776575816
5,500,0.1450330790494887,1.8497412786635477,247.94312776575816
5,1000,0.1450330790494887,1.8497412786635477,247.94312776575816
6,100,0.13971700324277778,1.8613820063816704,220.86261591729098
6,500,0.13971700324277778,1.8613820063816704,220.86261591729098
6,1000,0.13971700324277778,1.8613820063816704,220.86261591729098
7,100,0.14213021417655344,1.9096992473224985,204.27284475866352
7,500,0.14213021417655344,1.9096992473224985,204.27284475866352
7,1000,0.14213021417655344,1.9096992473224985,204.27284475866352
8,100,0.15227609338031828,1.7283530901406947,185.7700867248019
8,500,0.15227609338031828,1.7283530901406947,185.7700867248019
8,1000,0.15227609338031828,1.7283530901406947,185.7700867248019
9,100,0.16461421425269795,1.73155615509819,174.89739063232048
9,500,0.16461421425269795,1.73155615509819,174.89739063232048
9,1000,0.16461421425269795,1.73155615509819,174.89739063232048
10,100,0.1390873812585507,1.8804351079472035,157.82684309669813
10,500,0.1390873812585507,1.8804351079472035,157.82684309669813
10,1000,0.1390873812585507,1.8804351079472035,157.82684309669813
