k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.25929091251599734,1.421500820446998,440.9351412272116
2,500,0.25929091251599734,1.421500820446998,440.9351412272116
2,1000,0.25929091251599734,1.421500820446998,440.9351412272116
3,100,0.1520909747853875,2.077006216683761,301.8380960996221
3,500,0.1520909747853875,2.077006216683761,301.8380960996221
3,1000,0.1520909747853875,2.077006216683761,301.8380960996221
4,100,0.140715233661631,2.228278590516129,231.22029837468406
4,500,0.140715233661631,2.228278590516129,231.22029837468406
4,1000,0.140715233661631,2.228278590516129,231.22029837468406
5,100,0.12457793264449361,2.336229016705414,194.87317324434002
5,500,0.12457793264449361,2.336229016705414,194.87317324434002
5,1000,0.12457793264449361,2.336229016705414,194.87317324434002
6,100,0.13234065392155978,2.2297314161477,176.31928291094724
6,500,0.13234065392155978,2.2297314161477,176.31928291094724
6,1000,0.13234065392155978,2.2297314161477,176.31928291094724
7,100,0.14377687642193449,1.9764367823913243,168.34120800442713
7,500,0.14377687642193449,1.9764367823913243,168.34120800442713
7,1000,0.14377687642193449,1.9764367823913243,168.34120800442713
8,100,0.1186912723166111,2.1795394996804394,144.8107412562228
8,500,0.1186912723166111,2.1795394996804394,144.8107412562228
8,1000,0.1186912723166111,2.1795394996804394,144.8107412562228
9,100,0.1415848873644521,2.012785761896507,140.5109597304288
9,500,0.1415848873644521,2.012785761896507,140.5109597304288
9,1000,0.1415848873644521,2.012785761896507,140.5109597304288
10,100,0.12562311231888793,2.0372444774449847,130.33772410289635
10,500,0.12562311231888793,2.0372444774449847,130.33772410289635
10,1000,0.12562311231888793,2.0372444774449847,130.33772410289635
