k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.26973482794005355,1.3624623187751115,461.49158181816057
2,500,0.26973482794005355,1.3624623187751115,461.49158181816057
2,1000,0.26973482794005355,1.3624623187751115,461.49158181816057
3,100,0.1559113251315906,2.0132389634836096,322.62267756199975
3,500,0.1559113251315906,2.0132389634836096,322.62267756199975
3,1000,0.1559113251315906,2.0132389634836096,322.62267756199975
4,100,0.13601327127826884,2.113230915799023,257.14210628242034
4,500,0.13601327127826884,2.113230915799023,257.14210628242034
4,1000,0.13601327127826884,2.113230915799023,257.14210628242034
5,100,0.13374627158195662,1.9718282604684358,225.4855393068512
5,500,0.13374627158195662,1.9718282604684358,225.4855393068512
5,1000,0.13374627158195662,1.9718282604684358,225.4855393068512
6,100,0.133067716628946,1.7912391208585285,186.39396794293597
6,500,0.133067716628946,1.7912391208585285,186.39396794293597
6,1000,0.133067716628946,1.7912391208585285,186.39396794293597
7,100,0.13649278309871116,1.7389604244445793,177.9480020595849
7,500,0.13649278309871116,1.7389604244445793,177.9480020595849
7,1000,0.13649278309871116,1.7389604244445793,177.9480020595849
8,100,0.15769449299854638,1.887496010111783,171.97402441399322
8,500,0.15769449299854638,1.887496010111783,171.97402441399322
8,1000,0.15769449299854638,1.887496010111783,171.97402441399322
9,100,0.1451745936960186,1.9503791069373995,160.29348510501873
9,500,0.1451745936960186,1.9503791069373995,160.29348510501873
9,1000,0.1451745936960186,1.9503791069373995,160.29348510501873
10,100,0.143155717331495,1.8521460998394617,147.26868296066746
10,500,0.143155717331495,1.8521460998394617,147.26868296066746
10,1000,0.143155717331495,1.8521460998394617,147.26868296066746
