k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.45140876529423357,0.8145285836859686,1096.3805181291657
2,500,0.45140876529423357,0.8145285836859686,1096.3805181291657
2,1000,0.45140876529423357,0.8145285836859686,1096.3805181291657
3,100,0.27511216560607576,1.5064007675043118,706.3707194315509
3,500,0.27511216560607576,1.5064007675043118,706.3707194315509
3,1000,0.27511216560607576,1.5064007675043118,706.3707194315509
4,100,0.07007937577486378,1.6311739457878187,256.9791546815211
4,500,0.07906361087340878,1.6081776145951856,259.6854267157199
4,1000,0.07906361087340878,1.6081776145951856,259.6854267157199
5,100,0.16485418252346926,1.805653254338478,423.7096608019547
5,500,0.16485418252346926,1.805653254338478,423.7096608019547
5,1000,0.16485418252346926,1.805653254338478,423.7096608019547
6,100,0.13998507670387086,1.4587391720711895,400.8413852621044
6,500,0.13998507670387086,1.4587391720711895,400.8413852621044
6,1000,0.13998507670387086,1.4587391720711895,400.8413852621044
7,100,0.04401241296100531,2.1899975729752943,207.25482695330902
7,500,0.04401241296100531,2.1899975729752943,207.25482695330902
7,1000,0.04401241296100531,2.1899975729752943,207.25482695330902
8,100,0.22193729428836284,1.2081695367885283,532.4222678450558
8,500,0.22026422982035032,1.2065015527992315,524.2981371783301
8,1000,0.22026422982035032,1.2065015527992315,524.2981371783301
9,100,0.23931148268864855,1.1295162297462837,532.0189020395309
9,500,0.23931148268864855,1.1295162297462837,532.0189020395309
9,1000,0.23931148268864855,1.1295162297462837,532.0189020395309
10,100,0.2575106309047509,1.2111027802657115,534.9307911813765
10,500,0.2575106309047509,1.2111027802657115,534.9307911813765
10,1000,0.2575106309047509,1.2111027802657115,534.9307911813765
