k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.40732780254010575,0.8983837304330399,887.9687404136513
2,500,0.40732780254010575,0.8983837304330399,887.9687404136513
2,1000,0.40732780254010575,0.8983837304330399,887.9687404136513
3,100,0.18899074557542198,1.5192097368400177,384.3908048186763
3,500,0.1897230437237121,1.5223077665985194,384.6750610749895
3,1000,0.1897230437237121,1.5223077665985194,384.6750610749895
4,100,0.0004149026716049211,2.176223038016463,188.69347492299352
4,500,-0.020090734169200677,2.1709669041855584,175.31157769763504
4,1000,-0.020090734169200677,2.1709669041855584,175.31157769763504
5,100,0.05507325886026692,2.9711774894941967,270.17280930344856
5,500,0.02208362654216707,2.0327060459790642,176.2632800198429
5,1000,0.02208362654216707,2.0327060459790642,176.2632800198429
6,100,0.17424389724250874,1.5077716923273021,411.04288620245853
6,500,0.17108903046123625,1.5243047096863716,404.39396366649567
6,1000,0.17108903046123625,1.5243047096863716,404.39396366649567
7,100,0.1675541813129925,1.6802124053718752,363.38419888678885
7,500,0.16381849152230546,1.6965254286456912,355.43296019513775
7,1000,0.16381849152230546,1.6965254286456912,355.43296019513775
8,100,0.13870023411046614,1.764887160686082,312.5077803762282
8,500,0.1372857100486063,1.778767715139289,311.4955710697238
8,1000,0.1372857100486063,1.778767715139289,311.4955710697238
9,100,0.09571776360837891,1.7681247743555766,292.8050589400021
9,500,0.09571776360837891,1.7681247743555766,292.8050589400021
9,1000,0.09571776360837891,1.7681247743555766,292.8050589400021
10,100,0.11549216654959168,1.9102935594390278,350.31460676302373
10,500,0.11491303833835914,1.8913982321736664,349.06725153855194
10,1000,0.11491303833835914,1.8913982321736664,349.06725153855194
