k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.28414844008416257,1.3034075767871183,501.98143232286355
2,500,0.28414844008416257,1.3034075767871183,501.98143232286355
2,1000,0.28414844008416257,1.3034075767871183,501.98143232286355
3,100,0.16521231299569383,1.8478081030904896,368.5790327926165
3,500,0.16521231299569383,1.8478081030904896,368.5790327926165
3,1000,0.16521231299569383,1.8478081030904896,368.5790327926165
4,100,0.12630285931032376,2.1672166732951315,279.16928128405374
4,500,0.12630285931032376,2.1672166732951315,279.16928128405374
4,1000,0.12630285931032376,2.1672166732951315,279.16928128405374
5,100,0.15786912991140165,1.9573815421438467,257.426328328474
5,500,0.15786912991140165,1.9573815421438467,257.426328328474
5,1000,0.15786912991140165,1.9573815421438467,257.426328328474
6,100,0.15536134374493732,1.9795889247838343,232.34479680472768
6,500,0.15536134374493732,1.9795889247838343,232.34479680472768
6,1000,0.15536134374493732,1.9795889247838343,232.34479680472768
7,100,0.16773789879721676,1.7476746671261936,224.50869668405417
7,500,0.16773789879721676,1.7476746671261936,224.50869668405417
7,1000,0.16773789879721676,1.7476746671261936,224.50869668405417
8,100,0.17742140085427155,1.7704526378786483,206.07011684143566
8,500,0.17742140085427155,1.7704526378786483,206.07011684143566
8,1000,0.17742140085427155,1.7704526378786483,206.07011684143566
9,100,0.17008923239622994,1.8115295197261665,192.78689751262206
9,500,0.17008923239622994,1.8115295197261665,192.78689751262206
9,1000,0.17008923239622994,1.8115295197261665,192.78689751262206
10,100,0.16307960727723908,1.8453773786259966,180.26705685923167
10,500,0.16307960727723908,1.8453773786259966,180.26705685923167
10,1000,0.16307960727723908,1.8453773786259966,180.26705685923167
