k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.3266354215720811,1.1455873288841136,583.2792225052699
2,500,0.3266354215720811,1.1455873288841136,583.2792225052699
2,1000,0.3266354215720811,1.1455873288841136,583.2792225052699
3,100,0.17635307930581065,1.6578295495404773,439.4089939257486
3,500,0.17635307930581065,1.6578295495404773,439.4089939257486
3,1000,0.17635307930581065,1.6578295495404773,439.4089939257486
4,100,0.18113073388216977,1.5368000186833146,361.7769817412137
4,500,0.18113073388216977,1.5368000186833146,361.7769817412137
4,1000,0.18113073388216977,1.5368000186833146,361.7769817412137
5,100,0.09053389071306919,2.058235866315536,231.84386537527433
5,500,0.08180448829413511,2.1189330201902408,218.92769694329803
5,1000,0.08180448829413511,2.1189330201902408,218.92769694329803
6,100,0.12822347960914335,1.8246579523332291,252.21634210478888
6,500,0.12822347960914335,1.8246579523332291,252.21634210478888
6,1000,0.12822347960914335,1.8246579523332291,252.21634210478888
7,100,0.16616695873830997,1.6526937960693346,283.26304173299116
7,500,0.16616695873830997,1.6526937960693346,283.26304173299116
7,1000,0.16616695873830997,1.6526937960693346,283.26304173299116
8,100,0.18051311692191876,1.4958124186688815,286.84307660446285
8,500,0.18051311692191876,1.4958124186688815,286.84307660446285
8,1000,0.18051311692191876,1.4958124186688815,286.84307660446285
9,100,0.16985984752772626,1.5805879893188823,264.8623434141048
9,500,0.16985984752772626,1.5805879893188823,264.8623434141048
9,1000,0.16985984752772626,1.5805879893188823,264.8623434141048
10,100,0.1964668952294677,1.4666078433004892,273.12240911680414
10,500,0.1964668952294677,1.4666078433004892,273.12240911680414
10,1000,0.1964668952294677,1.4666078433004892,273.12240911680414
