k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.2354581764568971,1.4537144377553934,386.4218113780421
2,500,0.2354581764568971,1.4537144377553934,386.4218113780421
2,1000,0.2354581764568971,1.4537144377553934,386.4218113780421
3,100,0.1277122989366546,2.258730586504148,262.061230891417
3,500,0.11211745738368688,2.5122005824314857,220.23592859661255
3,1000,0.11211745738368688,2.5122005824314857,220.23592859661255
4,100,0.16222682605843744,1.8297160113044129,312.5860296684174
4,500,0.16222682605843744,1.8297160113044129,312.5860296684174
4,1000,0.16222682605843744,1.8297160113044129,312.5860296684174
5,100,0.15463200260316026,1.8818734716151675,273.8029372950816
5,500,0.15463200260316026,1.8818734716151675,273.8029372950816
5,1000,0.15463200260316026,1.8818734716151675,273.8029372950816
6,100,0.1514352747321662,1.766267669377499,252.89907299580875
6,500,0.1514352747321662,1.766267669377499,252.89907299580875
6,1000,0.1514352747321662,1.766267669377499,252.89907299580875
7,100,0.15271783373158324,1.8142683506595743,235.5211285329615
7,500,0.15271783373158324,1.8142683506595743,235.5211285329615
7,1000,0.15271783373158324,1.8142683506595743,235.5211285329615
8,100,0.1663952701777157,1.78830937514547,216.60614979467468
8,500,0.1663952701777157,1.78830937514547,216.60614979467468
8,1000,0.1663952701777157,1.78830937514547,216.60614979467468
9,100,0.16102230283538477,1.668800148635045,209.45703012931202
9,500,0.16102230283538477,1.668800148635045,209.45703012931202
9,1000,0.16102230283538477,1.668800148635045,209.45703012931202
10,100,0.16490153152688497,1.65946584253991,200.46631623551662
10,500,0.16490153152688497,1.65946584253991,200.46631623551662
10,1000,0.16490153152688497,1.65946584253991,200.46631623551662
