k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.24863316742017375,1.46851410993377,412.99607964296274
2,500,0.24863316742017375,1.46851410993377,412.99607964296274
2,1000,0.24863316742017375,1.46851410993377,412.99607964296274
3,100,0.14347595185944328,2.144734968541965,280.8733129893238
3,500,0.14347595185944328,2.144734968541965,280.8733129893238
3,1000,0.14347595185944328,2.144734968541965,280.8733129893238
4,100,0.12507209181877077,2.199414746754912,216.3127762054843
4,500,0.12507209181877077,2.199414746754912,216.3127762054843
4,1000,0.12507209181877077,2.199414746754912,216.3127762054843
5,100,0.1134410102198651,2.148141448034859,183.98000245223162
5,500,0.1134410102198651,2.148141448034859,183.98000245223162
5,1000,0.1134410102198651,2.148141448034859,183.98000245223162
6,100,0.1222006558825039,2.1848757515507407,163.8485892635775
6,500,0.1222006558825039,2.1848757515507407,163.8485892635775
6,1000,0.1222006558825039,2.1848757515507407,163.8485892635775
7,100,0.11689164977515705,2.195114019591955,150.44907172912727
7,500,0.11689164977515705,2.195114019591955,150.44907172912727
7,1000,0.11689164977515705,2.195114019591955,150.44907172912727
8,100,0.10084498244524376,2.357959233912653,128.36039715060463
8,500,0.10084498244524376,2.357959233912653,128.36039715060463
8,1000,0.10084498244524376,2.357959233912653,128.36039715060463
9,100,0.1353087106573179,2.0742128043083228,126.76440416647547
9,500,0.1353087106573179,2.0742128043083228,126.76440416647547
9,1000,0.1353087106573179,2.0742128043083228,126.76440416647547
10,100,0.12129550788365179,2.1205241399968555,118.87891037425356
10,500,0.12129550788365179,2.1205241399968555,118.87891037425356
10,1000,0.12129550788365179,2.1205241399968555,118.87891037425356
