k,umbral,orden,silhouette_score,davies_bouldin_score,calinski_harabasz_score
7,0.01,-1,0.19452811262545278,1.0523098385236094,307.44252318250483
8,0.5,1,0.10551628318286994,2.3336106165595574,265.91407997745694
8,0.5,2,0.058837406960748725,1.3579246799336002,206.6908400343936
8,0.5,-1,0.1539837497424506,1.2310484809994304,310.69815493863473
8,0.1,1,0.05018460177761045,1.7176823908904981,177.4407462695581
8,0.1,2,0.09901603024527464,1.2259148803181183,256.6225460200161
8,0.1,-1,0.11234041526353215,1.1230094403866544,250.51799065554874
8,0.05,1,0.08545560360348028,1.7758444015708703,251.64303516845632
8,0.05,2,0.16452621778429272,1.2119955893570702,348.49036458474075
8,0.05,-1,0.16145326223832845,1.2173451793636914,353.79806547837643
8,0.01,1,0.0970884029882582,1.552396666257471,222.45126331077086
8,0.01,2,0.12310132537292187,1.2321816467681068,281.04022407846026
8,0.01,-1,0.06521147204110928,1.1417940320467317,206.4576300563902
9,0.5,1,0.07161613749222591,1.9156053735505005,226.61100209004485
9,0.5,2,0.12764809519980277,1.5730419010437715,350.5582803422333
9,0.5,-1,0.14903486632844104,1.2665197930595635,306.7867450350849
9,0.1,1,0.08546699351132714,1.6896988069547059,210.1460924507258
9,0.1,2,0.1618355476471508,1.2211913811670978,292.7506180998696
9,0.1,-1,0.18466210636298316,1.4178087852160932,389.78428494664433
9,0.05,1,0.11047302814312185,2.3701468878178478,272.24181279424585
9,0.05,2,0.06501040341039548,1.4644505238605756,202.90025233619454
9,0.05,-1,0.17630295075134816,1.2714174283982034,393.1850122304368
9,0.01,1,0.1266245519201324,1.892194669378467,241.54866121291062
9,0.01,2,0.12767003971469065,1.1537535904452008,279.6190684184601
9,0.01,-1,0.14987135512528768,1.4362512949780135,318.83123205656796
10,0.5,1,0.08883196697337482,1.5196922029147235,204.91231826707565
10,0.5,2,0.141440513836688,1.0546014569690523,237.58134026448946
10,0.5,-1,0.1452712101409794,1.3319735953899796,242.84717398386096
10,0.1,1,0.08818289174805503,2.142824135713293,286.8440517837316
10,0.1,2,0.14482209339523708,1.310290955194676,296.38565690331455
10,0.1,-1,0.10788244250657758,1.2820250681913592,212.48827351730682
10,0.05,1,0.0917668291968802,1.5671499835008489,249.51330295254394
10,0.05,2,0.16689742139042396,1.1788332986845367,307.0251484535929
10,0.05,-1,0.11189465115009059,1.296213184134668,219.44639662620662
10,0.01,1,0.06640067547077928,2.3089758415556187,248.54313238393013
10,0.01,2,0.06863868196069399,1.4769593918269517,203.48929866296533
10,0.01,-1,0.15412174203887674,1.448348435633563,291.426834524657
