k,umbral,orden,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,0.5,1,0.26359011211787936,1.4024909519685045,437.80664256295705
2,0.5,2,0.26196650316056724,1.415446570821295,438.5568424103274
2,0.5,-1,0.2621942437097873,1.4139105126255316,438.56325053017486
2,0.1,1,0.26234781179498884,1.414245754327825,438.41951931609145
2,0.1,2,0.2624182629736198,1.410841276037942,438.5599081635004
2,0.1,-1,0.2621942437097873,1.4139105126255316,438.56325053017486
2,0.05,1,0.26234781179498884,1.414245754327825,438.41951931609145
2,0.05,2,0.2624182629736198,1.410841276037942,438.5599081635004
2,0.05,-1,0.2621942437097873,1.4139105126255316,438.56325053017486
2,0.01,1,0.2630399582191208,1.411326357589926,437.708576594726
2,0.01,2,0.2624182629736198,1.410841276037942,438.5599081635004
2,0.01,-1,0.2621942437097873,1.4139105126255316,438.56325053017486
3,0.5,1,0.20670941817608457,1.7840399511413558,264.2980751993145
3,0.5,2,0.14903765522707635,2.0809147639705965,296.7494439374234
3,0.5,-1,0.14642394007539733,2.0890520610529357,291.6080616247006
3,0.1,1,0.14814890708452785,2.1077393858418048,294.37310093909093
3,0.1,2,0.1485108648952822,2.0803475689606103,296.8313116141464
3,0.1,-1,0.14849295641850885,1.9255313844219557,265.2949373390422
3,0.05,1,0.14755500303185942,2.132832174199094,292.3287657792407
3,0.05,2,0.14903765522707635,2.0809147639705965,296.7494439374234
3,0.05,-1,0.14928602431651805,1.9710405260833905,265.0548877179445
3,0.01,1,0.17179834635614608,1.4048698297054703,227.4466189902065
3,0.01,2,0.1485108648952822,2.0803475689606103,296.8313116141464
3,0.01,-1,0.14509723037611816,2.0982730886436016,291.9460173408641
4,0.5,1,0.14030991824605574,2.052991056484433,228.98209910655427
4,0.5,2,0.14557584317047456,1.9616138499425084,231.96666038789886
4,0.5,-1,0.10701075997631919,2.5318453119910007,212.19272750659462
4,0.1,1,0.13624254593614243,2.090531191239566,225.17094587960125
4,0.1,2,0.14086309291373983,2.071569575791683,231.51598144534623
4,0.1,-1,0.11854441879080231,2.5045938357188726,212.82218259859812
4,0.05,1,0.127215600096608,2.2524465829829996,220.3134997649991
4,0.05,2,0.12851544646526206,2.2369470827240017,225.7011050362657
4,0.05,-1,0.1426704671577957,1.9645793463473176,227.9665866143996
4,0.01,1,0.1404709003673074,2.036870591369296,228.89066915886397
