k,umbral,orden,silhouette_score,davies_bouldin_score,calinski_harabasz_score
5,0.01,2,0.1769303531050776,1.6748229105357133,294.8612060101469
5,0.01,-1,0.15122215791795546,1.8681850358878633,278.4711484335289
6,0.5,1,0.15959490429379247,1.760160826398588,259.2675294980647
6,0.5,2,0.16326882633312503,1.7714341672274532,266.909001589886
6,0.5,-1,0.1721933616041143,1.7160070358205874,265.34874305887723
6,0.1,1,0.14044787200366465,1.9305218607785826,250.79809743082086
6,0.1,2,0.12748493717465953,1.4650654649223784,187.55025525632954
6,0.1,-1,0.16607528723303625,1.7116661942500244,265.9682599363422
6,0.05,1,0.12123424717802696,1.8330339355155232,194.1823238552147
6,0.05,2,0.1729830139797304,1.7120560799898863,269.57053903509114
6,0.05,-1,0.17104256176523497,1.6971150235405947,268.22417197201725
6,0.01,1,0.16158820619744652,1.819570936626543,258.9501096989342
6,0.01,2,0.0983879340736861,1.59332652939698,186.68850672778407
6,0.01,-1,0.17104256176523497,1.6971150235405947,268.2241719720173
7,0.5,1,0.15874248932310875,1.742902331484912,242.85540538037924
7,0.5,2,0.17915065735197708,1.6615964303051622,253.0031556639595
7,0.5,-1,0.10834351310663413,1.8323130181212353,191.7594630818392
7,0.1,1,0.159891340526853,1.672057895999132,221.24386126014818
7,0.1,2,0.07904951973608271,1.5999046436519329,160.0445589181295
7,0.1,-1,0.1567671032413225,1.7442360080872796,233.89665094002572
7,0.05,1,0.1518676946026745,1.9030810083241054,214.92735790951102
7,0.05,2,0.16331412787615232,1.6171753029570421,238.9451344373447
7,0.05,-1,0.16361026556430394,1.6927462897038843,241.4191390478227
7,0.01,1,0.16335825157130535,1.7260547171969343,240.75309923398402
7,0.01,2,0.08915159689743093,1.762143786554445,182.9134729906234
7,0.01,-1,0.06832266895349279,2.030300950826564,176.10379636693054
8,0.5,1,0.06361005438274588,3.1256476291129744,135.5543272915953
8,0.5,2,0.06964389167409388,2.4663204295541905,171.14136142343216
8,0.5,-1,0.0887555649598478,1.7736591457712632,155.60254941480176
8,0.1,1,0.06634338481564421,2.2258549922776867,147.83167813695957
8,0.1,2,0.08435925316650071,2.0295146062637985,147.30612579029437
8,0.1,-1,0.14745646500229878,1.8323443152782224,215.32167159275485
8,0.05,1,0.034208450586407375,3.878014534273902,147.4581926235146
8,0.05,2,0.0909253680985468,1.90680207416435,179.67845572306726
8,0.05,-1,0.08202997760812235,1.7817577882384992,161.3131807057858
8,0.01,1,0.034582935718389066,4.0610741923072124,140.67760891596154
8,0.01,2,0.07431800746251398,1.9759195707203019,147.2729930379314
8,0.01,-1,0.08183674451841735,1.692414024000668,125.91730160620902
9,0.5,1,0.019174111891778645,2.655358903203676,101.82511490456079
9,0.5,2,0.05526161970461868,1.760631127378617,118.74571887323168
9,0.5,-1,0.090731464459363,2.342194366818929,144.12123239264898
9,0.1,1,0.0480703459890275,3.475729105235839,109.07208789562698
9,0.1,2,0.11199954144829762,1.7434218401312342,163.54202211025154
9,0.1,-1,0.08533326692819607,1.714473067312865,138.64643538677285
9,0.05,1,0.03555609712014677,1.9077352522517277,102.16902837899798
9,0.05,2,0.10161743200344647,1.7343348985253622,155.6692598372514
9,0.05,-1,0.052700761523498584,1.7932915649580397,134.33538575167844
9,0.01,1,0.06291742124912426,2.9506477203607036,108.47903748868899
9,0.01,2,0.06066349504288211,2.1742937667997264,129.32865484319365
9,0.01,-1,0.07520511707922214,1.8951918174800535,128.1056449087209
10,0.5,1,0.04613217916465246,2.7936250592933183,117.236221483674
10,0.5,2,0.06299987965933361,2.450052823533419,149.26595327985717
10,0.5,-1,0.0434672397095475,2.247097164146185,122.95793216707396
10,0.1,1,0.038384644575559214,3.157944951136484,125.94816416931435
10,0.1,2,0.05006716547762995,1.8544090196566405,115.05834451629136
10,0.1,-1,0.06397339662495194,1.7511050089760427,117.95520825628871
10,0.05,1,0.03880770476726811,2.481325457469386,102.34652464486288
10,0.05,2,0.0682897929684658,2.250695649413429,137.5850759344795
10,0.05,-1,0.07103516303679992,1.9100762942268763,139.84414207717853
10,0.01,1,0.016385612470297448,3.8666203136129846,107.70645339787306
10,0.01,2,0.05198906891995976,2.07495138779076,105.13170673375757
10,0.01,-1,0.05304254156490894,2.1014436667913463,122.60154803257798
