n_clases,radio,min_vecinos,silhouette_score,davies_bouldin_score,calinski_harabasz_score
300,500,3,0.7237871525498654,1.0424811486573673,79.82342151574049
281,600,3,0.7132321582728727,0.836967533660603,167.83931648833524
260,700,3,0.6930695782096898,0.4437657436679827,200.90971019669598
223,800,3,0.6371468670046831,0.532520903278194,128.909386023407
190,900,3,0.5678197769004173,0.6240058325216595,87.21271539405386
142,1000,3,0.42367830441667015,0.7866172189235978,48.35764662720039
18,500,4,-0.2989986624023973,1.3393631326871682,8.067089770027518
35,600,4,-0.20242512543454186,1.2784570030559665,9.221247313303895
46,700,4,-0.11342515372276175,1.33022092353479,10.017866645334301
59,800,4,0.028559814602181034,1.3046603386248745,16.353010022378605
63,900,4,0.10049113362963423,1.3959802779425787,21.784285843612327
65,1000,4,0.15635361285243893,1.4452383362705277,31.65525702266753
16,500,5,-0.31445272555563775,1.3578007172373754,7.344229433106072
32,600,5,-0.2249847711721846,1.2835988996430978,8.78462294077967
43,700,5,-0.13222845874581218,1.308139196442269,10.13827139063704
55,800,5,-0.011694961733457302,1.3083990722327403,14.233689186921822
60,900,5,0.07619090865420684,1.3625722118496204,21.368324995036982
59,1000,5,0.11065479882238538,1.44351854000896,28.3158877792502
13,500,6,-0.311901565738435,1.335711670056558,8.130469139713885
26,600,6,-0.24744768327840044,1.3577910503452804,8.512247020312063
41,700,6,-0.14526479082442523,1.3127496813721022,10.069057000031462
49,800,6,-0.05192470901365472,1.3382887968288393,12.530765581331345
58,900,6,0.06732052502414744,1.3454727453752335,21.304692818716426
58,1000,6,0.10049159323828505,1.4625801585349898,27.19060317472725
