n_clases,radio,min_vecinos,silhouette_score,davies_bouldin_score,calinski_harabasz_score
98,500,3,0.13617690023668672,0.8060327374820141,34.53359796988267
48,600,3,-0.10990192752523383,0.8336009973429869,21.047788549179703
28,700,3,-0.2258056749343279,0.9119945344708125,15.612482441089497
10,800,3,-0.19193355895001332,0.9362619180142593,13.6490252269723
7,900,3,-0.13946897691981036,0.8995880781951338,9.04479040407008
4,1000,3,-0.06897392356423858,0.8526774896343111,13.319621683202136
41,500,4,-0.048728711486493374,1.3962034117726458,32.27869080727291
24,600,4,-0.14950411494445295,1.2828167109233968,30.539980717163317
15,700,4,-0.22920790715619624,1.2980126788683761,24.278409731391598
6,800,4,-0.0646626993832687,1.5217263036825512,21.80618126504036
5,900,4,-0.0773278940161411,1.4204643675297346,12.364414338510436
4,1000,4,-0.06897392356423858,0.8526774896343111,13.319621683202136
41,500,5,-0.05694403785941799,1.3955850189801833,31.260014200482424
24,600,5,-0.15072222388137152,1.2548846972106311,30.537965982210377
15,700,5,-0.22953186007210333,1.31778019489678,24.140740599423733
6,800,5,-0.05422178242442381,1.908052379875748,20.76265124850595
5,900,5,-0.0773278940161411,1.4204643675297346,12.364414338510436
4,1000,5,-0.06897392356423858,0.8526774896343111,13.319621683202136
40,500,6,-0.04778156982092105,1.391373438534541,30.646004297832892
24,600,6,-0.15266123503008108,1.243868310917965,30.445121286956606
15,700,6,-0.2290578731770874,1.339708919484592,24.202722345505403
5,800,6,-0.009768399949103872,1.5964751754194064,25.641782300905522
5,900,6,-0.0773278940161411,1.4204643675297346,12.364414338510436
4,1000,6,-0.06897392356423858,0.8526774896343111,13.319621683202136
