n_clases,radio,min_vecinos,silhouette_score,davies_bouldin_score,calinski_harabasz_score
289,500,3,0.6336132885213109,1.0973600935580499,20.23293917694692
302,600,3,0.6998716449011748,1.0612155992533168,49.9408870603011
296,700,3,0.7083691199354706,0.933154600703358,81.82421889909891
280,800,3,0.7024571637192881,0.7399075842632761,137.87299047082107
257,900,3,0.6727680159727416,0.7550917539417243,112.79383959292112
231,1000,3,0.6267060847713065,0.5502628412820059,96.89886009120242
7,500,4,-0.2517728028703476,1.2350441389392006,8.963300728326917
14,600,4,-0.2580532915291879,1.2901810990293876,7.49643960714777
21,700,4,-0.24091781035129642,1.3654910272668448,7.390154474761806
33,800,4,-0.17105314308619377,1.399377671419768,8.064870083226499
44,900,4,-0.08333679176934627,1.3739620864578799,10.015483624941266
55,1000,4,0.02247401425497789,1.3363378301923594,14.515443651381295
6,500,5,-0.23782908667131644,1.3162978153158926,8.137885040544699
11,600,5,-0.25540642659620133,1.2134401660181975,8.57631600586926
21,700,5,-0.24257478711714642,1.3644973246442187,7.364333810049024
31,800,5,-0.19002800796663544,1.3929514908065195,7.8554645173937825
41,900,5,-0.1046208622106498,1.3669432331729037,9.77856939438917
53,1000,5,-2.568713137365408e-05,1.3548580167081081,13.156553416508793
6,500,6,-0.23782908667131644,1.3162978153158926,8.137885040544699
9,600,6,-0.2375572745262575,1.2008063200308672,9.327420796940851
16,700,6,-0.2327545325229696,1.2497149758713106,8.513406927378961
28,800,6,-0.20315691551064013,1.386724853895947,7.869950069827271
35,900,6,-0.13182219364561387,1.4079753719589163,9.233765802854677
49,1000,6,-0.020368797429513218,1.344834366848073,13.044360601882206
