n_clases,radio,min_vecinos,silhouette_score,davies_bouldin_score,calinski_harabasz_score
224,500,3,0.6431374510810174,0.5055375678163652,246.7465066460516
171,600,3,0.5185133776192429,0.6343058203913452,119.60730111911928
124,700,3,0.3428150958719087,0.7726385192192763,51.97270920539321
77,800,3,0.11827144115325626,0.8417405862440785,28.748209148905776
47,900,3,-0.034582112256034386,0.9097205750685593,21.10511037405722
30,1000,3,-0.11040387345766743,0.8330102135402464,19.1278345909364
59,500,4,-0.015808422714207418,1.2710252784647582,15.586297419491512
56,600,4,0.07679643355480674,1.2938562825032456,26.231135551087455
56,700,4,0.09979395131387361,1.303840847749424,34.99609863027829
42,800,4,0.01372095540039848,1.1969166224211167,35.902844454685024
27,900,4,-0.06941955609329238,1.2185856901273553,30.766332502430288
17,1000,4,-0.06287638490563491,1.112944026521987,30.209821815321014
54,500,5,-0.05439066049570817,1.2658910365565295,14.821307033632403
54,600,5,0.055492238830653365,1.2884670092502448,25.64933152433274
54,700,5,0.07284699818173485,1.3328205018803,30.603637865609926
41,800,5,0.008759038854007492,1.1886825084477997,36.09522590504553
27,900,5,-0.07369440252153406,1.2336881419608692,30.32314501509178
17,1000,5,-0.06287638490563491,1.112944026521987,30.209821815321014
50,500,6,-0.08899500412698906,1.3046509015201022,12.699447358592902
50,600,6,0.03835191040900662,1.2465696507046964,25.39803451922368
52,700,6,0.05581734417753242,1.3182910329895319,30.341896712416123
41,800,6,0.0066559869045881735,1.186632413954431,35.83731532579336
28,900,6,-0.06885972080181045,1.2001555241751551,30.36243799286871
17,1000,6,-0.06486619073115263,1.1198609396388015,30.031353797766396
