n_clases,radio,min_vecinos,silhouette_score,davies_bouldin_score,calinski_harabasz_score
35,500,3,-0.24633753828595317,0.9489618784108202,15.996058807697313
18,600,3,-0.28522637326153216,0.9442680260699099,20.897672106116953
6,700,3,-0.03824187320345328,0.8921445659602162,20.041331313246953
3,800,3,0.03717242214869488,0.9122523038837165,17.006555868719076
3,900,3,0.03717242214869488,0.9122523038837165,17.006555868719076
3,1000,3,0.03717242214869488,0.9122523038837165,17.006555868719076
20,500,4,-0.23702061142662378,1.2260980098392298,24.32690732385193
12,600,4,-0.22866735959352605,1.3079572764772691,29.510473726480736
6,700,4,-0.03824187320345328,0.8921445659602162,20.041331313246953
3,800,4,0.03717242214869488,0.9122523038837165,17.006555868719076
3,900,4,0.03717242214869488,0.9122523038837165,17.006555868719076
3,1000,4,0.03717242214869488,0.9122523038837165,17.006555868719076
20,500,5,-0.2397500040143826,1.2543002346314116,23.913582063678277
12,600,5,-0.22866735959352605,1.3079572764772691,29.510473726480736
6,700,5,-0.07224103250348131,1.394774778709044,19.841332196085556
3,800,5,0.03717242214869488,0.9122523038837165,17.006555868719076
3,900,5,0.03717242214869488,0.9122523038837165,17.006555868719076
3,1000,5,0.03717242214869488,0.9122523038837165,17.006555868719076
20,500,6,-0.24281171076012567,1.2477332089904472,23.708323558467228
12,600,6,-0.22866735959352605,1.3079572764772691,29.510473726480736
6,700,6,-0.07224103250348131,1.394774778709044,19.841332196085556
3,800,6,0.03717242214869488,0.9122523038837165,17.006555868719076
3,900,6,0.03717242214869488,0.9122523038837165,17.006555868719076
3,1000,6,0.03717242214869488,0.9122523038837165,17.006555868719076
